"ï»¿Customer ID","Subscription Length (Months)","Customer Satisfaction Score (1-10)","Daily Watch Time (Hours)","Engagement Rate (1-10)","Device Used Most Often","Genre Preference",Region,"Payment History (On-Time/Delayed)","Subscription Plan","Churn Status (Yes/No)","Support Queries Logged",Age,"Monthly Income ($)","Promotional Offers Used","Number of Profiles Created",Churn_Flag,AvgWatchPerProfile,Income_bracket,Age_group
C00642,1,3,1.27,7,Laptop,Comedy,"North America",Delayed,Premium,No,10,58,9209,1,3,0,0.42,High,Senior
C00643,12,10,3.26,4,Mobile,Action,"North America",On-Time,Basic,No,2,34,2786,3,1,0,3.26,Low,Young
C00644,24,5,2.42,5,Tablet,Thriller,"South America",Delayed,Standard,Yes,9,50,9248,5,1,1,2.42,High,Adult
C00645,6,4,0.92,7,Mobile,Drama,Asia,On-Time,Premium,Yes,2,59,9659,1,5,1,0.18,High,Senior
C00646,6,10,0.71,5,Laptop,Romance,"North America",Delayed,Standard,Yes,4,20,4740,0,1,1,0.71,Medium,Young
C00647,6,10,4.59,4,Tablet,Comedy,"North America",Delayed,Basic,No,3,55,8163,5,3,0,1.53,High,Adult
C00648,24,8,4.12,8,Laptop,Documentary,Asia,Delayed,Premium,Yes,8,21,1572,4,5,1,0.82,Low,Young
C00649,24,3,1.74,9,"Smart TV",Documentary,Asia,Delayed,Basic,No,7,44,718,2,2,0,0.87,Low,Adult
C00650,6,8,0.89,4,Mobile,Drama,Africa,On-Time,Basic,Yes,5,62,1384,3,1,1,0.89,Low,Senior
C00651,24,7,3.09,4,Desktop,Action,"South America",On-Time,Basic,Yes,7,36,774,0,2,1,1.55,Low,Adult
C00652,3,6,3.01,4,Laptop,Thriller,"North America",On-Time,Standard,Yes,10,19,7354,1,5,1,0.60,High,Teen
C00653,6,5,1.25,3,"Smart TV",Comedy,Europe,Delayed,Premium,No,6,66,5024,1,3,0,0.42,Medium,Senior
C00654,6,4,1.88,2,Tablet,Comedy,"North America",On-Time,Standard,No,1,36,1280,1,4,0,0.47,Low,Adult
C00655,12,4,3.57,1,"Smart TV",Action,Asia,Delayed,Standard,No,4,23,7917,0,2,0,1.79,High,Young
C00656,3,5,2.37,2,"Smart TV",Sci-Fi,Asia,Delayed,Basic,Yes,5,54,7748,3,2,1,1.19,High,Adult
C00657,3,6,3.97,3,Desktop,Comedy,Africa,On-Time,Standard,No,2,63,650,4,3,0,1.32,Low,Senior
C00658,24,8,2.94,6,Tablet,Thriller,Europe,On-Time,Standard,No,4,25,898,1,2,0,1.47,Low,Young
C00659,1,4,4.73,5,Laptop,Sci-Fi,"South America",Delayed,Premium,No,9,27,3723,2,5,0,0.95,Medium,Young
C00660,6,5,0.74,4,Desktop,Thriller,"North America",Delayed,Premium,Yes,9,37,7081,2,4,1,0.19,High,Adult
C00661,12,8,4.67,3,Laptop,Thriller,Asia,Delayed,Standard,No,3,43,8683,1,1,0,4.67,High,Adult
C00662,6,10,3.56,2,Laptop,Romance,Europe,Delayed,Basic,Yes,3,26,5307,2,4,1,0.89,Medium,Young
C00663,3,5,4.54,7,"Smart TV",Drama,"South America",On-Time,Basic,No,3,64,4552,0,3,0,1.51,Medium,Senior
C00664,24,1,4.77,3,Laptop,Comedy,"North America",On-Time,Basic,No,4,56,811,4,5,0,0.95,Low,Senior
C00665,3,1,3.74,9,"Smart TV",Documentary,"North America",On-Time,Premium,Yes,8,31,5338,5,4,1,0.94,Medium,Young
C00666,6,10,4.09,7,"Smart TV",Sci-Fi,"South America",Delayed,Basic,No,0,20,573,2,5,0,0.82,Low,Young
C00667,3,3,2.2,10,"Smart TV",Documentary,Europe,On-Time,Basic,No,9,48,2980,4,5,0,0.44,Low,Adult
C00668,24,7,0.68,3,Mobile,Drama,Europe,Delayed,Standard,Yes,0,40,709,4,2,1,0.34,Low,Adult
C00669,6,8,0.76,5,Tablet,Comedy,Europe,Delayed,Standard,Yes,2,37,9198,3,1,1,0.76,High,Adult
C00670,6,1,2.99,2,Mobile,Comedy,"South America",On-Time,Premium,No,7,51,602,2,3,0,1.00,Low,Adult
C00671,6,4,3.24,1,"Smart TV",Thriller,"North America",On-Time,Premium,Yes,0,65,6003,0,2,1,1.62,Medium,Senior
C00672,1,7,3.8,4,Mobile,Documentary,Europe,Delayed,Premium,Yes,2,47,5399,2,4,1,0.95,Medium,Adult
C00673,3,4,4.89,8,Mobile,Drama,Africa,On-Time,Premium,Yes,5,34,9691,0,4,1,1.22,High,Young
C00674,24,1,4.35,8,Desktop,Documentary,Asia,On-Time,Standard,No,9,47,8220,4,5,0,0.87,High,Adult
C00675,6,3,1.32,5,Laptop,Romance,"South America",On-Time,Premium,Yes,3,32,3035,1,1,1,1.32,Medium,Young
C00676,12,3,4.46,9,Desktop,Thriller,"South America",On-Time,Premium,Yes,3,50,8063,5,3,1,1.49,High,Adult
C00677,12,6,4.36,5,Desktop,Drama,"North America",On-Time,Standard,Yes,7,70,534,2,2,1,2.18,Low,Senior
C00678,3,5,2.73,2,Mobile,Documentary,"North America",Delayed,Standard,No,3,27,747,4,2,0,1.37,Low,Young
C00679,3,4,4.18,3,Desktop,Documentary,Asia,On-Time,Basic,Yes,6,64,5515,3,1,1,4.18,Medium,Senior
C00680,24,4,4.24,3,Mobile,Drama,Europe,Delayed,Basic,No,7,61,9628,1,2,0,2.12,High,Senior
C00681,24,2,4.41,6,"Smart TV",Thriller,"North America",Delayed,Premium,No,4,24,3498,5,5,0,0.88,Medium,Young
C00682,6,3,4.47,1,Mobile,Thriller,"South America",Delayed,Basic,No,9,42,3205,3,3,0,1.49,Medium,Adult
C00683,6,6,3.35,1,Mobile,Action,Europe,On-Time,Basic,No,10,61,6255,5,2,0,1.68,Medium,Senior
C00684,6,1,3.41,2,Desktop,Action,Europe,Delayed,Standard,Yes,7,64,3133,3,3,1,1.14,Medium,Senior
C00685,24,7,1.73,6,Tablet,Documentary,Africa,Delayed,Basic,No,10,40,5740,1,1,0,1.73,Medium,Adult
C00686,3,2,2.56,6,Mobile,Drama,"North America",On-Time,Standard,Yes,0,41,4293,5,4,1,0.64,Medium,Adult
C00687,6,6,1.06,8,"Smart TV",Romance,Africa,Delayed,Basic,No,8,70,8166,2,1,0,1.06,High,Senior
C00688,1,9,2.66,9,Laptop,Documentary,Asia,Delayed,Basic,Yes,5,60,1995,4,1,1,2.66,Low,Senior
C00689,24,9,3.4,7,Laptop,Action,Africa,Delayed,Standard,Yes,10,29,6818,3,1,1,3.40,Medium,Young
C00690,6,5,3.87,6,"Smart TV",Documentary,"North America",Delayed,Basic,Yes,9,43,5374,2,1,1,3.87,Medium,Adult
C00691,3,9,0.77,9,Mobile,Sci-Fi,Asia,On-Time,Basic,Yes,10,50,4089,5,3,1,0.26,Medium,Adult
C00692,6,8,1.59,7,Mobile,Comedy,Europe,On-Time,Basic,No,3,66,5021,0,4,0,0.40,Medium,Senior
C00693,12,7,1.09,5,Tablet,Thriller,"North America",On-Time,Standard,Yes,3,70,6509,1,2,1,0.55,Medium,Senior
C00694,12,10,1.24,8,"Smart TV",Documentary,"South America",On-Time,Premium,No,1,22,7421,5,5,0,0.25,High,Young
C00695,6,3,2.92,6,Laptop,Comedy,Europe,Delayed,Basic,Yes,0,54,2905,1,2,1,1.46,Low,Adult
C00696,12,7,3.7,5,Laptop,Action,Africa,Delayed,Premium,No,6,58,6155,4,3,0,1.23,Medium,Senior
C00697,3,7,1.51,6,Tablet,Drama,"South America",On-Time,Standard,No,9,24,6565,0,5,0,0.30,Medium,Young
C00698,6,5,1.44,5,Mobile,Documentary,Asia,On-Time,Premium,Yes,9,49,6239,1,1,1,1.44,Medium,Adult
C00699,6,9,2.4,5,Tablet,Sci-Fi,"North America",Delayed,Standard,Yes,1,26,5457,3,1,1,2.40,Medium,Young
C00700,1,2,2.25,3,Tablet,Documentary,Asia,On-Time,Standard,Yes,9,48,4801,3,5,1,0.45,Medium,Adult
C00701,24,2,2.61,10,Laptop,Comedy,"North America",On-Time,Basic,Yes,7,19,1683,3,1,1,2.61,Low,Teen
C00702,1,6,2.89,8,Tablet,Documentary,Africa,On-Time,Premium,No,0,32,3964,5,1,0,2.89,Medium,Young
C00703,3,9,3.14,10,Mobile,Thriller,"South America",On-Time,Standard,Yes,3,63,7700,0,1,1,3.14,High,Senior
C00704,3,7,4.41,3,Laptop,Sci-Fi,Asia,Delayed,Premium,Yes,2,19,8463,5,4,1,1.10,High,Teen
C00705,24,7,3.31,10,Desktop,Sci-Fi,Africa,On-Time,Basic,Yes,9,27,6775,0,5,1,0.66,Medium,Young
C00706,12,9,2.9,4,Desktop,Thriller,Europe,Delayed,Premium,Yes,2,66,6235,4,2,1,1.45,Medium,Senior
C00707,3,4,3.92,3,"Smart TV",Romance,"North America",On-Time,Standard,Yes,2,62,3821,5,3,1,1.31,Medium,Senior
C00708,1,4,3.52,4,Desktop,Romance,Africa,On-Time,Premium,No,7,52,2337,3,2,0,1.76,Low,Adult
C00709,6,5,1.7,10,"Smart TV",Action,Asia,On-Time,Standard,No,9,34,3137,1,1,0,1.70,Medium,Young
C00710,24,1,1.27,8,"Smart TV",Sci-Fi,"South America",On-Time,Standard,No,8,32,714,4,2,0,0.64,Low,Young
C00711,6,10,1.65,3,Mobile,Comedy,Europe,Delayed,Basic,No,5,41,1357,1,1,0,1.65,Low,Adult
C00712,1,6,4.32,5,Mobile,Documentary,"North America",Delayed,Basic,No,6,62,7624,4,5,0,0.86,High,Senior
C00713,1,9,2.64,1,Laptop,Action,"South America",On-Time,Standard,Yes,0,62,8148,3,2,1,1.32,High,Senior
C00714,6,1,4.1,10,Mobile,Thriller,"South America",Delayed,Basic,Yes,7,31,9672,1,2,1,2.05,High,Young
C00715,3,7,0.94,3,"Smart TV",Comedy,Asia,On-Time,Standard,Yes,4,67,1032,2,3,1,0.31,Low,Senior
C00716,3,4,2.55,5,Desktop,Comedy,"North America",On-Time,Basic,Yes,9,22,5463,1,1,1,2.55,Medium,Young
C00717,3,8,2.87,5,"Smart TV",Action,Africa,Delayed,Premium,No,3,61,664,5,2,0,1.44,Low,Senior
C00718,1,6,2.64,1,Desktop,Thriller,Africa,On-Time,Standard,No,10,33,2735,5,3,0,0.88,Low,Young
C00719,3,7,0.87,9,Desktop,Sci-Fi,Africa,On-Time,Standard,No,5,41,1451,4,3,0,0.29,Low,Adult
C00720,6,9,2.88,9,Tablet,Thriller,Africa,On-Time,Standard,Yes,1,45,5439,4,2,1,1.44,Medium,Adult
C00721,1,6,4.56,3,Desktop,Romance,Europe,Delayed,Basic,Yes,6,41,9457,1,3,1,1.52,High,Adult
C00722,24,5,1.51,6,Tablet,Comedy,Asia,On-Time,Standard,Yes,5,31,3531,2,3,1,0.50,Medium,Young
C00723,24,6,3.81,4,Laptop,Comedy,"South America",On-Time,Premium,No,0,22,526,3,1,0,3.81,Low,Young
C00724,3,9,4.34,1,Tablet,Romance,Europe,On-Time,Basic,Yes,6,39,902,4,4,1,1.09,Low,Adult
C00725,3,7,2.75,7,"Smart TV",Drama,Europe,Delayed,Standard,Yes,0,39,4684,3,3,1,0.92,Medium,Adult
C00726,6,9,2.23,9,Tablet,Thriller,Europe,Delayed,Standard,Yes,4,41,6564,1,2,1,1.12,Medium,Adult
C00727,3,8,0.99,2,Laptop,Thriller,"North America",On-Time,Basic,Yes,9,67,3407,2,1,1,0.99,Medium,Senior
C00728,12,6,4.23,5,"Smart TV",Documentary,"South America",On-Time,Basic,No,10,26,9949,4,4,0,1.06,High,Young
C00729,6,10,3.94,4,Desktop,Sci-Fi,Europe,On-Time,Standard,Yes,6,57,1765,1,2,1,1.97,Low,Senior
C00730,3,1,4.07,6,"Smart TV",Documentary,"South America",On-Time,Standard,No,5,23,6736,0,1,0,4.07,Medium,Young
C00731,3,5,3.69,7,"Smart TV",Drama,Africa,Delayed,Basic,No,0,18,1335,4,4,0,0.92,Low,Teen
C00732,3,3,3.68,5,Mobile,Romance,"North America",On-Time,Basic,No,10,22,6376,3,4,0,0.92,Medium,Young
C00733,1,9,4.28,2,Desktop,Sci-Fi,Africa,On-Time,Standard,Yes,0,30,5896,4,1,1,4.28,Medium,Young
C00734,24,10,4.99,2,"Smart TV",Action,Europe,On-Time,Premium,Yes,6,35,5855,0,1,1,4.99,Medium,Young
C00735,1,1,4.28,9,Laptop,Romance,Europe,On-Time,Standard,Yes,0,39,8015,2,5,1,0.86,High,Adult
C00736,24,7,3.25,1,"Smart TV",Drama,Africa,On-Time,Premium,Yes,10,69,4794,1,1,1,3.25,Medium,Senior
C00737,12,1,1.51,7,Mobile,Drama,"South America",Delayed,Basic,No,8,57,6405,2,1,0,1.51,Medium,Senior
C00738,3,1,4.45,9,Mobile,Documentary,Asia,On-Time,Basic,No,9,53,8246,4,2,0,2.23,High,Adult
C00739,1,3,1.64,3,Laptop,Comedy,"South America",Delayed,Basic,No,3,27,2490,2,2,0,0.82,Low,Young
C00740,3,3,0.87,10,"Smart TV",Romance,Asia,On-Time,Basic,Yes,7,61,9455,4,4,1,0.22,High,Senior
C00741,24,9,1.42,6,Mobile,Sci-Fi,Asia,Delayed,Standard,Yes,8,59,9449,4,1,1,1.42,High,Senior
C00742,6,7,2.32,3,Desktop,Romance,"South America",Delayed,Standard,Yes,6,37,7067,1,3,1,0.77,High,Adult
C00743,12,4,3.62,3,Mobile,Drama,"South America",Delayed,Basic,Yes,5,25,6202,3,3,1,1.21,Medium,Young
C00744,24,8,2.86,5,Tablet,Sci-Fi,Africa,Delayed,Basic,No,4,52,7842,3,1,0,2.86,High,Adult
C00745,1,9,2.34,10,Tablet,Sci-Fi,Africa,Delayed,Premium,Yes,3,27,6645,4,3,1,0.78,Medium,Young
C00746,6,4,3.32,6,Laptop,Action,"North America",On-Time,Basic,No,6,63,3952,2,2,0,1.66,Medium,Senior
C00747,6,10,4.83,10,Tablet,Sci-Fi,Asia,Delayed,Standard,No,2,42,8787,5,2,0,2.42,High,Adult
C00748,1,2,2.15,9,Tablet,Thriller,Europe,On-Time,Premium,No,1,56,5507,2,1,0,2.15,Medium,Senior
C00749,12,10,0.85,4,"Smart TV",Drama,Europe,Delayed,Basic,Yes,7,22,7770,1,3,1,0.28,High,Young
C00750,12,4,4.68,2,Laptop,Drama,Africa,Delayed,Basic,Yes,4,19,1727,1,5,1,0.94,Low,Teen
C00751,12,8,4.3,2,Desktop,Documentary,Europe,On-Time,Standard,No,2,57,1359,5,4,0,1.08,Low,Senior
C00752,12,9,2.37,6,"Smart TV",Sci-Fi,"South America",On-Time,Standard,No,6,49,2730,1,4,0,0.59,Low,Adult
C00753,1,5,1.1,5,Mobile,Romance,Asia,On-Time,Basic,Yes,5,19,3648,2,1,1,1.10,Medium,Teen
C00754,1,2,2.16,6,Tablet,Romance,"South America",Delayed,Basic,No,2,54,9695,3,3,0,0.72,High,Adult
C00755,24,6,1.82,4,"Smart TV",Action,"North America",On-Time,Standard,Yes,5,49,8151,5,4,1,0.46,High,Adult
C00756,1,5,2.83,6,Laptop,Sci-Fi,Asia,Delayed,Premium,Yes,7,48,3489,0,3,1,0.94,Medium,Adult
C00757,24,8,2.96,6,Mobile,Romance,"South America",On-Time,Standard,No,4,24,3513,2,3,0,0.99,Medium,Young
C00758,24,10,3.84,2,Tablet,Drama,"South America",On-Time,Standard,Yes,8,22,4694,2,1,1,3.84,Medium,Young
C00759,6,3,1.58,1,Mobile,Drama,"South America",Delayed,Standard,No,8,58,4513,1,2,0,0.79,Medium,Senior
C00760,3,6,2.32,5,Laptop,Drama,"South America",On-Time,Premium,Yes,9,20,8100,4,3,1,0.77,High,Young
C00761,6,10,0.51,4,Tablet,Sci-Fi,Africa,Delayed,Premium,No,5,40,4090,1,3,0,0.17,Medium,Adult
C00762,12,1,1.08,2,Tablet,Drama,Asia,Delayed,Basic,Yes,7,63,8183,4,4,1,0.27,High,Senior
C00763,1,3,3.52,7,Laptop,Documentary,Asia,Delayed,Basic,Yes,5,47,4022,0,1,1,3.52,Medium,Adult
C00764,6,2,3.21,6,"Smart TV",Action,Africa,On-Time,Premium,Yes,6,29,3085,5,4,1,0.80,Medium,Young
C00765,12,9,3.21,7,Tablet,Documentary,Africa,Delayed,Basic,Yes,1,65,2317,2,2,1,1.61,Low,Senior
C00766,6,8,0.99,7,"Smart TV",Sci-Fi,Europe,Delayed,Basic,No,6,26,3665,1,3,0,0.33,Medium,Young
C00767,12,1,3.68,1,Laptop,Action,Asia,Delayed,Basic,Yes,8,28,3664,3,2,1,1.84,Medium,Young
C00768,12,1,3.25,1,Mobile,Documentary,Asia,Delayed,Standard,Yes,5,34,2297,2,5,1,0.65,Low,Young
C00769,1,7,3.34,3,Mobile,Romance,"North America",On-Time,Standard,Yes,7,49,6561,3,5,1,0.67,Medium,Adult
C00770,1,9,1.37,5,Laptop,Romance,"North America",Delayed,Premium,Yes,10,49,8200,5,1,1,1.37,High,Adult
C00771,6,5,1.15,1,"Smart TV",Drama,Europe,Delayed,Basic,Yes,9,69,2050,1,1,1,1.15,Low,Senior
C00772,3,6,2.32,7,Desktop,Comedy,Asia,On-Time,Premium,No,1,38,1848,2,3,0,0.77,Low,Adult
C00773,3,6,0.6,5,Laptop,Thriller,Asia,Delayed,Premium,Yes,6,23,5306,4,3,1,0.20,Medium,Young
C00774,24,8,3.07,4,Laptop,Drama,"North America",On-Time,Basic,No,0,61,2649,4,3,0,1.02,Low,Senior
C00775,6,2,2.43,7,Laptop,Documentary,Asia,Delayed,Basic,No,4,27,2232,3,1,0,2.43,Low,Young
C00776,1,4,2.3,6,Desktop,Drama,Europe,Delayed,Basic,Yes,9,21,5311,0,4,1,0.58,Medium,Young
C00777,1,5,1.98,7,Desktop,Romance,"North America",Delayed,Premium,Yes,3,51,6143,5,4,1,0.50,Medium,Adult
C00778,3,1,4.14,10,Mobile,Romance,"North America",Delayed,Standard,Yes,8,62,1371,1,3,1,1.38,Low,Senior
C00779,1,4,0.69,8,"Smart TV",Drama,"South America",On-Time,Premium,Yes,4,42,5692,3,1,1,0.69,Medium,Adult
C00780,3,3,4.57,2,Desktop,Sci-Fi,Asia,On-Time,Premium,Yes,9,36,4908,2,3,1,1.52,Medium,Adult
C00781,6,6,3.5,2,Laptop,Thriller,Asia,Delayed,Premium,No,1,68,5061,4,4,0,0.88,Medium,Senior
C00782,6,2,1.03,7,"Smart TV",Documentary,Asia,On-Time,Standard,No,9,69,2174,5,3,0,0.34,Low,Senior
C00783,24,6,1.84,8,Desktop,Romance,Asia,Delayed,Premium,Yes,8,28,3990,4,5,1,0.37,Medium,Young
C00784,3,10,2.15,8,"Smart TV",Documentary,"South America",Delayed,Premium,No,3,46,9021,3,2,0,1.08,High,Adult
C00785,6,2,1.95,4,"Smart TV",Thriller,Europe,Delayed,Standard,Yes,0,54,1514,4,5,1,0.39,Low,Adult
C00786,6,4,3.36,10,"Smart TV",Comedy,Asia,On-Time,Premium,Yes,6,30,5121,0,5,1,0.67,Medium,Young
C00787,6,3,2.6,5,Tablet,Comedy,Europe,Delayed,Basic,No,6,35,7951,3,3,0,0.87,High,Young
C00788,6,5,4.97,10,"Smart TV",Documentary,Asia,On-Time,Standard,Yes,7,38,5116,2,5,1,0.99,Medium,Adult
C00789,12,1,4.57,9,Desktop,Action,"North America",Delayed,Standard,Yes,2,32,8405,2,5,1,0.91,High,Young
C00790,6,10,2.25,5,Laptop,Romance,Europe,On-Time,Premium,Yes,6,66,3821,5,4,1,0.56,Medium,Senior
C00791,1,2,0.95,3,"Smart TV",Comedy,"North America",On-Time,Premium,Yes,10,55,5850,3,3,1,0.32,Medium,Adult
C00792,6,10,1.49,7,"Smart TV",Drama,"North America",Delayed,Basic,No,8,70,9548,2,3,0,0.50,High,Senior
C00793,12,4,0.77,3,Tablet,Comedy,Asia,Delayed,Premium,Yes,9,68,8315,1,3,1,0.26,High,Senior
C00794,6,8,2.48,1,Mobile,Comedy,Europe,Delayed,Premium,Yes,7,29,619,0,5,1,0.50,Low,Young
C00795,3,8,1.88,10,Desktop,Romance,"North America",On-Time,Basic,No,9,19,4927,5,4,0,0.47,Medium,Teen
C00796,6,6,3.04,2,Laptop,Thriller,"North America",Delayed,Standard,No,3,47,6754,1,2,0,1.52,Medium,Adult
C00797,12,5,3.67,6,Mobile,Documentary,Asia,Delayed,Basic,No,8,66,3855,0,3,0,1.22,Medium,Senior
C00798,3,1,4.52,6,Laptop,Comedy,Africa,Delayed,Premium,No,9,58,4392,5,4,0,1.13,Medium,Senior
C00799,1,6,1.71,6,Laptop,Thriller,Asia,Delayed,Standard,No,6,52,3631,2,3,0,0.57,Medium,Adult
C00800,24,10,2.13,10,Mobile,Action,"South America",Delayed,Basic,No,5,42,7320,1,4,0,0.53,High,Adult
C00801,3,6,4.9,10,Laptop,Thriller,Asia,Delayed,Standard,Yes,4,35,4251,0,2,1,2.45,Medium,Young
C00802,6,6,4.23,1,Tablet,Action,Africa,On-Time,Standard,No,2,69,536,3,5,0,0.85,Low,Senior
C00803,1,7,1.3,5,"Smart TV",Action,Africa,Delayed,Basic,No,4,69,5664,1,5,0,0.26,Medium,Senior
C00804,3,4,0.62,9,Mobile,Romance,Europe,Delayed,Standard,No,5,41,7596,0,5,0,0.12,High,Adult
C00805,12,1,4.14,3,Laptop,Action,"North America",Delayed,Standard,No,2,19,7479,3,3,0,1.38,High,Teen
C00806,1,10,0.52,2,Laptop,Thriller,Asia,On-Time,Standard,Yes,3,46,832,4,4,1,0.13,Low,Adult
C00807,12,7,1.33,5,"Smart TV",Sci-Fi,"North America",On-Time,Standard,Yes,10,64,6447,5,1,1,1.33,Medium,Senior
C00808,12,3,3.29,3,Mobile,Comedy,Africa,Delayed,Standard,No,2,20,3854,3,4,0,0.82,Medium,Young
C00809,3,6,1.01,8,Desktop,Drama,Europe,Delayed,Premium,Yes,8,22,2454,5,2,1,0.51,Low,Young
C00810,24,4,0.87,1,Mobile,Action,Europe,Delayed,Standard,Yes,8,54,4695,5,1,1,0.87,Medium,Adult
C00811,3,3,2.53,5,"Smart TV",Drama,"South America",On-Time,Premium,No,4,53,9374,5,1,0,2.53,High,Adult
C00812,3,2,1.54,6,Laptop,Sci-Fi,Europe,Delayed,Basic,No,1,57,4930,2,5,0,0.31,Medium,Senior
C00813,3,4,4.62,5,"Smart TV",Thriller,Europe,On-Time,Standard,Yes,6,38,2210,1,5,1,0.92,Low,Adult
C00814,3,2,2.11,8,"Smart TV",Action,Europe,On-Time,Basic,No,1,59,9641,4,2,0,1.06,High,Senior
C00815,3,8,1.44,6,Mobile,Romance,Europe,On-Time,Premium,No,4,39,7873,5,5,0,0.29,High,Adult
C00816,12,8,3.52,1,Laptop,Action,"North America",Delayed,Standard,Yes,5,64,8920,0,3,1,1.17,High,Senior
C00817,24,1,2.3,10,Mobile,Romance,Africa,On-Time,Premium,Yes,7,57,3486,3,1,1,2.30,Medium,Senior
C00818,1,3,3.67,8,Mobile,Documentary,"South America",Delayed,Standard,No,7,56,3441,4,5,0,0.73,Medium,Senior
C00819,3,7,3.87,5,Laptop,Thriller,Europe,Delayed,Standard,No,10,52,8196,2,3,0,1.29,High,Adult
C00820,12,3,1.88,5,Laptop,Sci-Fi,"North America",Delayed,Standard,No,7,28,1778,2,4,0,0.47,Low,Young
C00821,24,7,4.5,6,Laptop,Romance,Europe,Delayed,Standard,Yes,0,55,3209,1,5,1,0.90,Medium,Adult
C00822,6,1,1.28,7,Tablet,Sci-Fi,"South America",On-Time,Standard,Yes,10,39,8956,2,5,1,0.26,High,Adult
C00823,3,7,4.91,10,Tablet,Comedy,Africa,On-Time,Premium,No,8,24,7970,3,5,0,0.98,High,Young
C00824,3,2,1.88,4,Tablet,Comedy,Europe,On-Time,Standard,Yes,10,23,3091,2,5,1,0.38,Medium,Young
C00825,3,4,4.73,10,Laptop,Romance,"South America",Delayed,Standard,Yes,0,29,4675,5,5,1,0.95,Medium,Young
C00826,6,1,3.41,6,Mobile,Romance,"North America",Delayed,Standard,Yes,0,48,1849,1,1,1,3.41,Low,Adult
C00827,6,9,0.71,2,Desktop,Comedy,Asia,Delayed,Premium,No,4,67,5761,1,3,0,0.24,Medium,Senior
C00828,1,1,1.39,10,"Smart TV",Documentary,Europe,Delayed,Basic,Yes,4,37,5571,0,3,1,0.46,Medium,Adult
C00829,6,4,4.79,4,Laptop,Documentary,Africa,Delayed,Standard,No,10,63,2928,0,3,0,1.60,Low,Senior
C00830,3,1,4.42,7,Laptop,Thriller,Europe,On-Time,Premium,No,3,27,4908,2,2,0,2.21,Medium,Young
C00831,3,7,3.09,7,Tablet,Action,Africa,On-Time,Standard,Yes,8,70,3920,0,5,1,0.62,Medium,Senior
C00832,24,8,1.36,6,Mobile,Romance,"North America",Delayed,Standard,Yes,0,59,5415,3,5,1,0.27,Medium,Senior
C00833,6,2,1.56,8,Tablet,Drama,"South America",Delayed,Standard,Yes,1,38,1814,2,4,1,0.39,Low,Adult
C00834,3,8,4.99,7,Laptop,Action,Africa,On-Time,Standard,Yes,8,23,833,3,1,1,4.99,Low,Young
C00835,1,5,2.53,4,Tablet,Action,"North America",Delayed,Premium,No,6,37,8126,5,1,0,2.53,High,Adult
C00836,24,2,4.08,1,"Smart TV",Action,Europe,On-Time,Basic,Yes,7,54,8118,4,5,1,0.82,High,Adult
C00837,6,3,1.57,10,Tablet,Action,Africa,Delayed,Standard,No,0,28,784,2,5,0,0.31,Low,Young
C00838,12,5,2.64,1,Laptop,Romance,Africa,On-Time,Standard,Yes,3,51,4356,5,2,1,1.32,Medium,Adult
C00839,12,9,2.44,2,Tablet,Documentary,Africa,On-Time,Premium,No,7,30,7188,4,4,0,0.61,High,Young
C00840,1,4,1.65,9,Desktop,Thriller,"South America",On-Time,Basic,No,10,68,5038,0,4,0,0.41,Medium,Senior
C00841,12,3,4.41,7,Tablet,Comedy,Europe,Delayed,Basic,Yes,5,32,4233,5,2,1,2.21,Medium,Young
C00842,12,1,4.48,10,Tablet,Romance,"South America",On-Time,Basic,Yes,9,63,4556,1,3,1,1.49,Medium,Senior
C00843,24,5,1.25,7,"Smart TV",Sci-Fi,"North America",On-Time,Standard,No,7,24,9064,1,1,0,1.25,High,Young
C00844,3,6,0.89,8,Mobile,Action,Africa,Delayed,Standard,Yes,4,70,7605,5,4,1,0.22,High,Senior
C00845,12,6,1.63,9,Tablet,Thriller,"South America",On-Time,Basic,No,4,43,9262,5,4,0,0.41,High,Adult
C00846,12,6,2.97,8,Laptop,Sci-Fi,"North America",On-Time,Standard,Yes,0,22,7807,2,2,1,1.49,High,Young
C00847,6,2,2.86,3,Tablet,Comedy,Asia,Delayed,Basic,No,1,63,613,0,4,0,0.72,Low,Senior
C00848,3,10,0.81,5,Laptop,Action,"North America",On-Time,Standard,No,7,19,2286,1,5,0,0.16,Low,Teen
C00849,3,3,2.44,1,"Smart TV",Comedy,Asia,Delayed,Basic,No,2,70,8018,4,3,0,0.81,High,Senior
C00850,6,3,3.79,6,Mobile,Thriller,"North America",On-Time,Basic,Yes,2,44,5669,5,4,1,0.95,Medium,Adult
C00851,1,1,1.52,4,Laptop,Comedy,"South America",Delayed,Basic,No,5,47,4143,2,4,0,0.38,Medium,Adult
C00852,6,7,4.42,10,Laptop,Thriller,Asia,On-Time,Premium,No,5,18,1078,2,1,0,4.42,Low,Teen
C00853,12,10,1.23,5,Desktop,Documentary,Europe,On-Time,Basic,No,6,48,4064,3,4,0,0.31,Medium,Adult
C00854,24,9,3.87,5,Laptop,Action,Europe,Delayed,Standard,Yes,9,65,6905,3,1,1,3.87,Medium,Senior
C00855,1,3,3.58,2,"Smart TV",Romance,"South America",Delayed,Premium,Yes,7,26,4952,0,3,1,1.19,Medium,Young
C00856,12,4,3.26,9,Desktop,Romance,"North America",Delayed,Basic,Yes,9,32,7795,3,1,1,3.26,High,Young
